output	sample	tool	fp	tp	fn	tn	sensitivity	specificity	pred_val_pos	pred_val_neg
full	JGI_SRR033549	Gottcha	1	35	26	516908	0.573770491803279	0.999998065423508	0.972222222222222	0.999949703443767
full	JGI_SRR033549	Kraken	678	50	11	516216	0.819672131147541	0.998688319075091	0.0686813186813187	0.999978691544611
full	JGI_SRR033549	KrakenFiltered	96	49	12	516799	0.80327868852459	0.999814275626578	0.337931034482759	0.999976780679978
full	JGI_SRR033549	LMAT	436	60	1	516448	0.983606557377049	0.999156483853244	0.120967741935484	0.999998063700385
full	JGI_SRR033549	MetaFlow	1	39	22	516904	0.639344262295082	0.999998065408537	0.975	0.999957440716853
full	JGI_SRR033549	MetaPallette-SmallDB-qual4-default	1	34	27	516909	0.557377049180328	0.99999806542725	0.971428571428571	0.999947769162914
full	JGI_SRR033549	MetaPallette-SmallDB-qual4-specific	1	37	24	516906	0.60655737704918	0.999998065416023	0.973684210526316	0.999953572050374
full	JGI_SRR033549	Metaphlan	2	38	23	516904	0.622950819672131	0.99999613082456	0.95	0.999955506290056
full	JGI_SRR033549	NBC	1587	26	35	515331	0.426229508196721	0.996929880561327	0.0161190328580285	0.999932087099265
full	JGI_SRR033549	OneCodexAbundanceFiltered	13	42	19	516889	0.688524590163934	0.999974850165022	0.763636363636364	0.999963242975539
full	JGI_SRR033549	PhyloSift	4491	60	1	512393	0.983606557377049	0.991311396754398	0.01318391562294	0.999998048376835
full	JGI_SRR033549	PhyloSift90pct	314	56	5	516574	0.918032786885246	0.999392518301837	0.151351351351351	0.999990320938327
full	Mason_NARG1	BlastMeganFiltered	24	44	4	516876	0.916666666666667	0.999953569355775	0.647058823529412	0.999992261259867
full	Mason_NARG1	BlastMeganFilteredLiberal	133	44	4	516767	0.916666666666667	0.999742696846585	0.248587570621469	0.999992259627572
full	Mason_NARG1	ClarkM1Default	2034	46	2	514864	0.958333333333333	0.996064987676486	0.0221153846153846	0.999996115494129
full	Mason_NARG1	ClarkM4Spaced	1595	46	2	515303	0.958333333333333	0.996914284829889	0.0280316879951249	0.999996118803427
full	Mason_NARG1	DiamondMegan	13	43	5	516888	0.895833333333333	0.999974850116367	0.767857142857143	0.999990326818123
full	Mason_NARG1	Gottcha	22	41	7	516881	0.854166666666667	0.999957438823145	0.650793650793651	0.999986457414372
full	Mason_NARG1	Kraken	3479	45	3	513420	0.9375	0.993269478176588	0.0127695800227015	0.999994156864807
full	Mason_NARG1	KrakenFiltered	908	45	3	515991	0.9375	0.998243370561754	0.0472193074501574	0.999994185978907
full	Mason_NARG1	LMAT	3278	48	0	513618	1	0.993658298768031	0.0144317498496693	1
full	Mason_NARG1	MetaFlow	1	43	5	516900	0.895833333333333	0.999998065393567	0.977272727272727	0.999990327042687
full	Mason_NARG1	MetaPallette-SmallDB-qual4-default	48	31	17	516865	0.645833333333333	0.999907141046946	0.392405063291139	0.999967110481696
full	Mason_NARG1	MetaPallette-SmallDB-qual4-specific	50	33	15	516861	0.6875	0.999903271549648	0.397590361445783	0.999970979499919
full	Mason_NARG1	Metaphlan	15	40	8	516889	0.833333333333333	0.999970981071921	0.727272727272727	0.999984523028766
full	Mason_NARG1	OneCodexAbundanceFiltered	21	47	1	516876	0.979166666666667	0.99995937295051	0.691176470588235	0.999998065303738
full	Mason_NARG1	PhyloSift	6314	47	1	510583	0.979166666666667	0.987784800453475	0.00738877534978777	0.999998041458408
full	Mason_NARG1	PhyloSift90pct	958	47	1	515939	0.979166666666667	0.998146632694715	0.0467661691542289	0.999998061790131
full	Mavromatis_simHC	BlastMeganFiltered	19	370	49	516555	0.883054892601432	0.999963219209639	0.951156812339332	0.99990514978591
full	Mavromatis_simHC	BlastMeganFilteredLiberal	60	385	34	516499	0.918854415274463	0.999883846762906	0.865168539325843	0.999934176519216
full	Mavromatis_simHC	ClarkM1Default	498	318	101	516128	0.758949880668258	0.999036053160313	0.389705882352941	0.999804350394883
full	Mavromatis_simHC	ClarkM4Spaced	170	318	101	516456	0.758949880668258	0.999670941841874	0.651639344262295	0.999804474627195
full	Mavromatis_simHC	DiamondMegan	3	308	111	516633	0.73508353221957	0.999994193203726	0.990353697749196	0.999785193442014
full	Mavromatis_simHC	Gottcha	3	299	120	516642	0.713603818615752	0.99999419330488	0.990066225165563	0.999767784782937
full	Mavromatis_simHC	Kraken	925	394	25	515625	0.940334128878282	0.998209273061659	0.298711144806672	0.999951517502182
full	Mavromatis_simHC	KrakenFiltered	83	386	33	516475	0.921241050119332	0.999839321044297	0.823027718550107	0.999936109411664
full	Mavromatis_simHC	LMAT	189	408	11	516347	0.973747016706444	0.999634101011353	0.683417085427136	0.999978696950565
full	Mavromatis_simHC	MetaFlow	1	2	417	516941	0.00477326968973747	0.999998065547005	0.666666666666667	0.999193981730253
full	Mavromatis_simHC	MetaPallette-SmallDB-qual4-default	20	349	70	516575	0.832935560859189	0.999961284952429	0.94579945799458	0.999864510447212
full	Mavromatis_simHC	MetaPallette-SmallDB-qual4-specific	17	353	66	516574	0.842482100238663	0.999967091954757	0.954054054054054	0.999872251471044
full	Mavromatis_simHC	Metaphlan	1	12	407	516931	0.0286396181384248	0.999998065509583	0.923076923076923	0.999213280292575
full	Mavromatis_simHC	NBC	751	263	156	515930	0.627684964200477	0.99854649193603	0.259368836291913	0.999697724797805
full	Mavromatis_simHC	OneCodexAbundanceFiltered	18	323	96	516603	0.770883054892601	0.999965158210758	0.947214076246334	0.999814205175547
full	Mavromatis_simHC	PhyloSift	677	376	43	515891	0.897374701670644	0.998689427142216	0.35707502374169	0.999916656006388
full	Mavromatis_simHC	PhyloSift90pct	179	334	85	516431	0.797136038186158	0.99965351038501	0.651072124756335	0.999835435881948
full	Mavromatis_simLC	BlastMeganFiltered	15	364	55	516565	0.86873508353222	0.999970962871191	0.960422163588391	0.999893538771244
full	Mavromatis_simLC	BlastMeganFilteredLiberal	41	381	38	516522	0.909307875894988	0.999920629235931	0.902843601895735	0.999926436425585
full	Mavromatis_simLC	ClarkM1Default	337	318	101	516289	0.758949880668258	0.999347690592421	0.485496183206107	0.999804411394489
full	Mavromatis_simLC	ClarkM4Spaced	124	318	101	516502	0.758949880668258	0.99975998110819	0.719457013574661	0.999804492037406
full	Mavromatis_simLC	DiamondMegan	1	296	123	516647	0.706443914081146	0.999998064446199	0.996632996632997	0.999761983087254
full	Mavromatis_simLC	Gottcha	7	305	114	516632	0.727923627684964	0.99998645088737	0.977564102564103	0.999779388713217
full	Mavromatis_simLC	Kraken	669	394	25	515881	0.940334128878282	0.998704868841351	0.370649106302916	0.999951541559897
full	Mavromatis_simLC	KrakenFiltered	72	388	31	516484	0.926014319809069	0.999860615305988	0.843478260869565	0.999939982381925
full	Mavromatis_simLC	LMAT	142	406	13	516396	0.968973747016706	0.999725092829569	0.740875912408759	0.999974826155237
full	Mavromatis_simLC	MetaFlow	1	2	417	516941	0.00477326968973747	0.999998065547005	0.666666666666667	0.999193981730253
full	Mavromatis_simLC	MetaPallette-SmallDB-qual4-default	18	342	77	516584	0.816229116945107	0.999965156929319	0.95	0.99985096610737
full	Mavromatis_simLC	MetaPallette-SmallDB-qual4-specific	16	345	74	516583	0.823389021479714	0.999969028201758	0.955678670360111	0.99985677151379
full	Mavromatis_simLC	Metaphlan	0	22	397	516922	0.0525059665871122	1	1	0.999232581830553
full	Mavromatis_simLC	NBC	601	263	156	516080	0.627684964200477	0.998836806462789	0.304398148148148	0.999697812628333
full	Mavromatis_simLC	OneCodexAbundanceFiltered	11	322	97	516611	0.768496420047733	0.999978707836678	0.966966966966967	0.99981227308267
full	Mavromatis_simLC	PhyloSift	635	389	30	515920	0.928400954653938	0.99877070205496	0.3798828125	0.999941854830894
full	Mavromatis_simLC	PhyloSift90pct	127	318	101	516499	0.758949880668258	0.999754174199518	0.714606741573034	0.999804490902052
full	Mavromatis_simMC	BlastMeganFiltered	16	363	56	516565	0.866348448687351	0.999969027122562	0.95778364116095	0.999891603322358
full	Mavromatis_simMC	BlastMeganFilteredLiberal	37	379	40	516528	0.904534606205251	0.99992837300243	0.911057692307692	0.999922565857738
full	Mavromatis_simMC	ClarkM1Default	348	318	101	516278	0.758949880668258	0.999326398593954	0.477477477477477	0.999804407228024
full	Mavromatis_simMC	ClarkM4Spaced	109	317	102	516518	0.756563245823389	0.999789016059943	0.744131455399061	0.999802562812125
full	Mavromatis_simMC	DiamondMegan	2	289	130	516653	0.689737470167064	0.999996128944847	0.993127147766323	0.999748443737507
full	Mavromatis_simMC	Gottcha	7	299	120	516638	0.713603818615752	0.999986451044721	0.977124183006536	0.999767782985459
full	Mavromatis_simMC	Kraken	580	394	25	515970	0.940334128878282	0.998877165811635	0.404517453798768	0.999951549918119
full	Mavromatis_simMC	KrakenFiltered	73	384	35	516487	0.916467780429594	0.999858680501781	0.840262582056893	0.999932239091462
full	Mavromatis_simMC	LMAT	131	404	15	516409	0.964200477326969	0.99974638943741	0.755140186915888	0.999970954099732
full	Mavromatis_simMC	MetaFlow	0	11	408	516933	0.0262529832935561	1	1	0.999211351893625
full	Mavromatis_simMC	MetaPallette-SmallDB-qual4-default	47	324	95	516573	0.77326968973747	0.999909024040881	0.873315363881402	0.999816129506763
full	Mavromatis_simMC	MetaPallette-SmallDB-qual4-specific	55	221	198	516668	0.52744630071599	0.999893559992491	0.800724637681159	0.999616921987517
full	Mavromatis_simMC	Metaphlan	0	23	396	516921	0.0548926014319809	1	1	0.999234511914358
full	Mavromatis_simMC	NBC	721	263	156	515960	0.627684964200477	0.998604554841382	0.267276422764228	0.999697742367995
full	Mavromatis_simMC	OneCodexAbundanceFiltered	15	318	101	516611	0.758949880668258	0.999970965456636	0.954954954954955	0.999804533279661
full	Mavromatis_simMC	PhyloSift	719	382	37	515843	0.911694510739857	0.998608105125813	0.346957311534968	0.999928277894084
full	Mavromatis_simMC	PhyloSift90pct	118	309	110	516517	0.737470167064439	0.999771598904449	0.723653395784543	0.999787080427465
full	Raiphy_eval_RAIphy	BlastMeganFiltered	8	241	39	516695	0.860714285714286	0.999984517217821	0.967871485943775	0.999924525965003
full	Raiphy_eval_RAIphy	BlastMeganFilteredLiberal	9	253	27	516682	0.903571428571429	0.999982581465518	0.965648854961832	0.999947746216923
full	Raiphy_eval_RAIphy	ClarkM1Default	20	230	50	516694	0.821428571428571	0.999961293868562	0.92	0.999903240289195
full	Raiphy_eval_RAIphy	ClarkM4Spaced	674	230	50	516040	0.821428571428571	0.99869560337053	0.254424778761062	0.999903117673274
full	Raiphy_eval_RAIphy	DiamondMegan	4	167	113	516773	0.596428571428571	0.999992259717441	0.976608187134503	0.999781383128968
full	Raiphy_eval_RAIphy	Gottcha	4	212	68	516728	0.757142857142857	0.999992259043373	0.981481481481482	0.999868420034211
full	Raiphy_eval_RAIphy	Kraken	132	274	6	516538	0.978571428571429	0.999744517777305	0.67487684729064	0.999988384338991
full	Raiphy_eval_RAIphy	KrakenFiltered	53	274	6	516617	0.978571428571429	0.999897420016645	0.837920489296636	0.999988386115214
full	Raiphy_eval_RAIphy	LMAT	28	274	6	516642	0.978571428571429	0.999945806801246	0.907284768211921	0.999988386677196
full	Raiphy_eval_RAIphy	MetaFlow	1	2	278	516941	0.00714285714285714	0.999998065547005	0.666666666666667	0.999462510077936
full	Raiphy_eval_RAIphy	MetaPallette-SmallDB-qual4-default	18	174	106	516752	0.621428571428571	0.999965168256671	0.90625	0.999794914657411
full	Raiphy_eval_RAIphy	MetaPallette-SmallDB-qual4-specific	18	179	101	516747	0.639285714285714	0.999965167919654	0.908629441624365	0.999804584713494
full	Raiphy_eval_RAIphy	Metaphlan	1	2	278	516941	0.00714285714285714	0.999998065547005	0.666666666666667	0.999462510077936
full	Raiphy_eval_RAIphy	NBC	489	150	130	516305	0.535714285714286	0.999053781584151	0.234741784037559	0.999748274226185
full	Raiphy_eval_RAIphy	OneCodexAbundanceFiltered	9	232	48	516703	0.828571428571429	0.999982582173435	0.962655601659751	0.999907111935923
full	Raiphy_eval_RAIphy	PhyloSift	185	138	142	516621	0.492857142857143	0.999642032019752	0.427244582043344	0.999725212524891
full	Raiphy_eval_RAIphy	PhyloSift90pct	46	106	174	516792	0.378571428571429	0.999910997256394	0.697368421052632	0.999663420805237
full	UnAmbiguouslyMapped_ds.7	BlastMeganFiltered	23	1138	568	515783	0.667057444314185	0.999955409591978	0.980189491817399	0.998899973080327
full	UnAmbiguouslyMapped_ds.7	BlastMeganFilteredLiberal	55	1464	242	515425	0.858147713950762	0.999893303328936	0.963791968400263	0.999530704892886
full	UnAmbiguouslyMapped_ds.7	ClarkM1Default	322	1212	494	515410	0.710433763188746	0.999375644714697	0.790091264667536	0.999042457511475
full	UnAmbiguouslyMapped_ds.7	ClarkM4Spaced	371	1212	494	515361	0.710433763188746	0.999280634127803	0.765634870499052	0.999042366556494
full	UnAmbiguouslyMapped_ds.7	DiamondMegan	5	567	1139	516372	0.332356389214537	0.999990317152003	0.991258741258741	0.997799080599253
full	UnAmbiguouslyMapped_ds.7	Gottcha	10	1158	548	515776	0.678780773739742	0.999980612114327	0.991438356164384	0.998938650924613
full	UnAmbiguouslyMapped_ds.7	Kraken	773	1654	52	514517	0.969519343493552	0.99849987385744	0.681499793984343	0.999898944553597
full	UnAmbiguouslyMapped_ds.7	KrakenFiltered	246	1653	53	515045	0.968933177022274	0.999522599851346	0.870458135860979	0.999897106958288
full	UnAmbiguouslyMapped_ds.7	LMAT	275	1677	29	514992	0.983001172332943	0.999466296114442	0.859118852459016	0.999943691616458
full	UnAmbiguouslyMapped_ds.7	MetaFlow	6	893	813	516045	0.523446658851114	0.99998837324218	0.993325917686318	0.998427034117688
full	UnAmbiguouslyMapped_ds.7	MetaPallette-SmallDB-qual4-default	2	316	1390	516626	0.185228604923798	0.999996128742538	0.993710691823899	0.997316685198913
full	UnAmbiguouslyMapped_ds.7	Metaphlan	35	1298	408	515611	0.76084407971864	0.999932123976527	0.973743435858965	0.999209331439346
full	UnAmbiguouslyMapped_ds.7	NBC	1294	779	927	514871	0.45662368112544	0.997493049703099	0.375783888084901	0.998202784811108
full	UnAmbiguouslyMapped_ds.7	OneCodexAbundanceFiltered	11	1121	585	515812	0.657092614302462	0.999978674855522	0.990282685512368	0.998867150661216
full	UnAmbiguouslyMapped_ds.7	PhyloSift	11973	1623	83	503348	0.951348182883939	0.976765938124004	0.1193733451015	0.999835131328822
full	UnAmbiguouslyMapped_ds.7	PhyloSift90pct	735	1469	237	514740	0.861078546307151	0.998574130656191	0.666515426497278	0.999539785271964
full	UnAmbiguouslyMapped_ds.buccal	BlastMeganFiltered	18	34	12	516892	0.739130434782609	0.999965177690507	0.653846153846154	0.999976784857536
full	UnAmbiguouslyMapped_ds.buccal	BlastMeganFilteredLiberal	62	35	11	516847	0.760869565217391	0.999880056257484	0.360824742268041	0.999978717558788
full	UnAmbiguouslyMapped_ds.buccal	ClarkM1Default	249	32	14	516663	0.695652173913043	0.999518293249141	0.113879003558719	0.999972903767731
full	UnAmbiguouslyMapped_ds.buccal	ClarkM4Spaced	273	32	14	516639	0.695652173913043	0.999471863682793	0.104918032786885	0.999972902509034
full	UnAmbiguouslyMapped_ds.buccal	DiamondMegan	1	34	12	516909	0.739130434782609	0.99999806542725	0.971428571428571	0.999976785621014
full	UnAmbiguouslyMapped_ds.buccal	Gottcha	2	30	16	516912	0.652173913043478	0.999996130884441	0.9375	0.999969047913829
full	UnAmbiguouslyMapped_ds.buccal	Kraken	485	36	10	516423	0.782608695652174	0.999061728586131	0.0690978886756238	0.999980636403948
full	UnAmbiguouslyMapped_ds.buccal	KrakenFiltered	142	36	10	516766	0.782608695652174	0.999725289606661	0.202247191011236	0.999980649256157
full	UnAmbiguouslyMapped_ds.buccal	LMAT	200	44	2	516700	0.956521739130435	0.99961307796479	0.180327868852459	0.999996129296964
full	UnAmbiguouslyMapped_ds.buccal	MetaFlow	0	12	34	516932	0.260869565217391	1	1	0.999934231651598
full	UnAmbiguouslyMapped_ds.buccal	MetaPallette-SmallDB-qual4-default	4	28	18	516912	0.608695652173913	0.999992261798822	0.875	0.999965179037781
full	UnAmbiguouslyMapped_ds.buccal	Metaphlan	2	33	13	516909	0.717391304347826	0.999996130861986	0.942857142857143	0.999974851138083
full	UnAmbiguouslyMapped_ds.buccal	NBC	2002	16	30	514926	0.347826086956522	0.996127120217903	0.00792864222001982	0.999941742595484
full	UnAmbiguouslyMapped_ds.buccal	OneCodexAbundanceFiltered	0	31	15	516913	0.673913043478261	1	1	0.999970982419215
full	UnAmbiguouslyMapped_ds.buccal	PhyloSift	2220	40	6	514684	0.869565217391304	0.995705198644236	0.0176991150442478	0.999988342497426
full	UnAmbiguouslyMapped_ds.buccal	PhyloSift90pct	163	36	10	516745	0.782608695652174	0.999684663421731	0.180904522613065	0.999980648469778
full	UnAmbiguouslyMapped_ds.cityparks	BlastMeganFiltered	15	196	27	516733	0.878923766816143	0.999970972311455	0.928909952606635	0.999947751373945
full	UnAmbiguouslyMapped_ds.cityparks	BlastMeganFilteredLiberal	30	196	27	516718	0.878923766816143	0.999941944622911	0.867256637168142	0.99994774985728
full	UnAmbiguouslyMapped_ds.cityparks	ClarkM1Default	321	173	50	516450	0.775784753363229	0.999378835112651	0.350202429149798	0.999903194578896
full	UnAmbiguouslyMapped_ds.cityparks	ClarkM4Spaced	274	173	50	516497	0.775784753363229	0.999469784488681	0.387024608501119	0.999903203387107
full	UnAmbiguouslyMapped_ds.cityparks	DiamondMegan	3	173	50	516768	0.775784753363229	0.999994194720679	0.982954545454545	0.999903254143625
full	UnAmbiguouslyMapped_ds.cityparks	Gottcha	0	163	60	516781	0.730941704035874	1	1	0.999883910138708
full	UnAmbiguouslyMapped_ds.cityparks	Kraken	603	211	12	516130	0.946188340807175	0.998833053046738	0.259213759213759	0.999976750584142
full	UnAmbiguouslyMapped_ds.cityparks	KrakenFiltered	224	211	12	516509	0.946188340807175	0.999566507267777	0.485057471264368	0.999976767643523
full	UnAmbiguouslyMapped_ds.cityparks	LMAT	488	220	3	516236	0.986547085201794	0.99905558867016	0.310734463276836	0.999994188738162
full	UnAmbiguouslyMapped_ds.cityparks	MetaFlow	0	131	92	516813	0.587443946188341	1	1	0.999822017585436
full	UnAmbiguouslyMapped_ds.cityparks	MetaPallette-SmallDB-qual4-default	3	101	122	516840	0.452914798206278	0.999994195529397	0.971153846153846	0.999764005865035
full	UnAmbiguouslyMapped_ds.cityparks	Metaphlan	2	161	62	516781	0.721973094170404	0.999996129903654	0.987730061349693	0.999880040940866
full	UnAmbiguouslyMapped_ds.cityparks	NBC	1980	80	143	514884	0.358744394618834	0.996169205052006	0.0388349514563107	0.999722344653775
full	UnAmbiguouslyMapped_ds.cityparks	OneCodexAbundanceFiltered	8	168	55	516768	0.753363228699552	0.999984519404926	0.954545454545455	0.999893580587551
full	UnAmbiguouslyMapped_ds.cityparks	PhyloSift	5029	213	10	511702	0.955156950672646	0.990267663445777	0.0406333460511255	0.999980457757489
full	UnAmbiguouslyMapped_ds.cityparks	PhyloSift90pct	496	201	22	516247	0.901345291479821	0.999040141811307	0.288378766140603	0.999957386556233
full	UnAmbiguouslyMapped_ds.gut	BlastMeganFiltered	12	88	22	516844	0.8	0.999976782701565	0.88	0.999957435776391
full	UnAmbiguouslyMapped_ds.gut	BlastMeganFilteredLiberal	41	88	22	516815	0.8	0.999920674230347	0.682170542635659	0.99995743338809
full	UnAmbiguouslyMapped_ds.gut	ClarkM1Default	494	83	27	516367	0.754545454545455	0.999044230460414	0.143847487001733	0.99994771434215
full	UnAmbiguouslyMapped_ds.gut	ClarkM4Spaced	505	83	27	516356	0.754545454545455	0.999022948142731	0.141156462585034	0.99994771322836
full	UnAmbiguouslyMapped_ds.gut	DiamondMegan	1	82	28	516861	0.745454545454545	0.99999806524759	0.987951807228916	0.999945829762289
full	UnAmbiguouslyMapped_ds.gut	Gottcha	0	77	33	516867	0.7	1	1	0.99993615786419
full	UnAmbiguouslyMapped_ds.gut	Kraken	863	95	15	515986	0.863636363636364	0.998330266673632	0.0991649269311065	0.999970930288895
full	UnAmbiguouslyMapped_ds.gut	KrakenFiltered	231	93	17	516620	0.845454545454545	0.999553062681508	0.287037037037037	0.999967094884803
full	UnAmbiguouslyMapped_ds.gut	LMAT	95	107	3	516742	0.972727272727273	0.999816189630386	0.52970297029703	0.999994194428587
full	UnAmbiguouslyMapped_ds.gut	MetaFlow	0	43	67	516901	0.390909090909091	1	1	0.999870398167778
full	UnAmbiguouslyMapped_ds.gut	MetaPallette-SmallDB-qual4-default	5	68	42	516871	0.618181818181818	0.999990326499973	0.931506849315068	0.999918748416078
full	UnAmbiguouslyMapped_ds.gut	Metaphlan	6	71	39	516867	0.645454545454546	0.999988391732592	0.922077922077922	0.99992455107892
full	UnAmbiguouslyMapped_ds.gut	NBC	1933	45	65	514966	0.409090909090909	0.996260391295011	0.0227502527805865	0.999873794004633
full	UnAmbiguouslyMapped_ds.gut	OneCodexAbundanceFiltered	8	84	26	516852	0.763636363636364	0.99998452192083	0.91304347826087	0.999949697994498
full	UnAmbiguouslyMapped_ds.gut	PhyloSift	3031	96	14	513817	0.872727272727273	0.994135606600006	0.0307003517748641	0.999972753687497
full	UnAmbiguouslyMapped_ds.gut	PhyloSift90pct	597	96	14	516251	0.872727272727273	0.998844921524317	0.138528138528139	0.99997288214386
full	UnAmbiguouslyMapped_ds.hous1	BlastMeganFiltered	13	68	24	516863	0.739130434782609	0.99997484889993	0.839506172839506	0.999953568188018
full	UnAmbiguouslyMapped_ds.hous1	BlastMeganFilteredLiberal	45	72	20	516827	0.782608695652174	0.999912937825999	0.615384615384615	0.999961303828793
full	UnAmbiguouslyMapped_ds.hous1	ClarkM1Default	177	57	35	516710	0.619565217391304	0.999657565386632	0.243589743589744	0.999932268333511
full	UnAmbiguouslyMapped_ds.hous1	ClarkM4Spaced	228	57	35	516659	0.619565217391304	0.99955889778617	0.2	0.999932261648093
full	UnAmbiguouslyMapped_ds.hous1	DiamondMegan	1	62	30	516881	0.673913043478261	0.999998065322453	0.984126984126984	0.999941962929789
full	UnAmbiguouslyMapped_ds.hous1	Gottcha	0	53	39	516891	0.576086956521739	1	1	0.999924554581858
full	UnAmbiguouslyMapped_ds.hous1	Kraken	299	71	21	516574	0.771739130434783	0.999421521340832	0.191891891891892	0.99995934920005
full	UnAmbiguouslyMapped_ds.hous1	KrakenFiltered	92	71	21	516781	0.771739130434783	0.99982200656641	0.43558282208589	0.999959365482332
full	UnAmbiguouslyMapped_ds.hous1	LMAT	6	89	3	516849	0.967391304347826	0.999988391328322	0.936842105263158	0.999994195630471
full	UnAmbiguouslyMapped_ds.hous1	MetaFlow	0	40	52	516904	0.434782608695652	1	1	0.999899411168455
full	UnAmbiguouslyMapped_ds.hous1	MetaPallette-SmallDB-qual4-default	3	37	55	516904	0.402173913043478	0.999994196248068	0.925	0.999893608584046
full	UnAmbiguouslyMapped_ds.hous1	Metaphlan	0	58	34	516886	0.630434782608696	1	1	0.999934225798963
full	UnAmbiguouslyMapped_ds.hous1	NBC	2015	37	55	514892	0.402173913043478	0.996101813285562	0.0180311890838207	0.999893192891696
full	UnAmbiguouslyMapped_ds.hous1	OneCodexAbundanceFiltered	0	54	38	516890	0.58695652173913	1	1	0.999926488795345
full	UnAmbiguouslyMapped_ds.hous1	PhyloSift	3586	79	13	513279	0.858695652173913	0.993062018128525	0.0215552523874488	0.999974673285381
full	UnAmbiguouslyMapped_ds.hous1	PhyloSift90pct	328	74	18	516542	0.804347826086957	0.999365411031787	0.18407960199005	0.99996515409633
full	UnAmbiguouslyMapped_ds.hous2	BlastMeganFiltered	8	50	12	516886	0.806451612903226	0.999984522938939	0.862068965517241	0.999976784588062
full	UnAmbiguouslyMapped_ds.hous2	BlastMeganFilteredLiberal	20	51	11	516873	0.82258064516129	0.999961307272492	0.71830985915493	0.999978718629325
full	UnAmbiguouslyMapped_ds.hous2	ClarkM1Default	291	45	17	516608	0.725806451612903	0.999437027349637	0.133928571428571	0.999967094120494
full	UnAmbiguouslyMapped_ds.hous2	ClarkM4Spaced	234	45	17	516665	0.725806451612903	0.999547300343007	0.161290322580645	0.999967097750647
full	UnAmbiguouslyMapped_ds.hous2	DiamondMegan	3	45	17	516896	0.725806451612903	0.999994196158244	0.9375	0.999967112454127
full	UnAmbiguouslyMapped_ds.hous2	Gottcha	0	40	22	516904	0.645161290322581	1	1	0.999957440716853
full	UnAmbiguouslyMapped_ds.hous2	Kraken	451	56	6	516437	0.903225806451613	0.99912747055455	0.110453648915187	0.999988382067334
full	UnAmbiguouslyMapped_ds.hous2	KrakenFiltered	68	56	6	516820	0.903225806451613	0.999868443453901	0.451612903225806	0.99998839067694
full	UnAmbiguouslyMapped_ds.hous2	LMAT	336	62	0	516546	1	0.99934994834411	0.155778894472362	1
full	UnAmbiguouslyMapped_ds.hous2	MetaFlow	0	34	28	516910	0.548387096774194	1	1	0.999945834897028
full	UnAmbiguouslyMapped_ds.hous2	MetaPallette-SmallDB-qual4-default	1	24	38	516919	0.387096774193548	0.999998065464675	0.96	0.99992649291914
full	UnAmbiguouslyMapped_ds.hous2	Metaphlan	3	41	21	516900	0.661290322580645	0.999994196203156	0.931818181818182	0.999959374836774
full	UnAmbiguouslyMapped_ds.hous2	NBC	2017	23	39	514904	0.370967741935484	0.996098049798712	0.0112745098039216	0.99992426346217
full	UnAmbiguouslyMapped_ds.hous2	OneCodexAbundanceFiltered	0	40	22	516904	0.645161290322581	1	1	0.999957440716853
full	UnAmbiguouslyMapped_ds.hous2	PhyloSift	2745	54	8	514145	0.870967741935484	0.994689392327188	0.0192926045016077	0.999984440429211
full	UnAmbiguouslyMapped_ds.hous2	PhyloSift90pct	329	53	9	516562	0.854838709677419	0.999363502169703	0.138743455497382	0.999982577419174
full	UnAmbiguouslyMapped_ds.nycsm	BlastMeganFiltered	12	64	18	516868	0.780487804878049	0.999976783779601	0.842105263157895	0.999965176073641
full	UnAmbiguouslyMapped_ds.nycsm	BlastMeganFilteredLiberal	38	65	17	516841	0.792682926829268	0.999926481826501	0.631067961165049	0.99996710895449
full	UnAmbiguouslyMapped_ds.nycsm	ClarkM1Default	194	56	26	516694	0.682926829268293	0.9996246769126	0.224	0.999949682613408
full	UnAmbiguouslyMapped_ds.nycsm	ClarkM4Spaced	180	56	26	516708	0.682926829268293	0.999651762083856	0.23728813559322	0.999949683976669
full	UnAmbiguouslyMapped_ds.nycsm	DiamondMegan	2	59	23	516883	0.719512195121951	0.999996130667363	0.967213114754098	0.99995550448244
full	UnAmbiguouslyMapped_ds.nycsm	Gottcha	0	51	31	516893	0.621951219512195	1	1	0.999940029868994
full	UnAmbiguouslyMapped_ds.nycsm	Kraken	336	71	11	516537	0.865853658536585	0.999349937025149	0.174447174447174	0.99997870478639
full	UnAmbiguouslyMapped_ds.nycsm	KrakenFiltered	119	71	11	516754	0.865853658536585	0.999769769363074	0.373684210526316	0.999978713728677
full	UnAmbiguouslyMapped_ds.nycsm	LMAT	12	77	5	516855	0.939024390243902	0.999976783195677	0.865168539325843	0.999990326200519
full	UnAmbiguouslyMapped_ds.nycsm	MetaFlow	0	34	48	516910	0.414634146341463	1	1	0.999907149130103
full	UnAmbiguouslyMapped_ds.nycsm	MetaPallette-SmallDB-qual4-default	13	54	28	516877	0.658536585365854	0.999974849581149	0.805970149253731	0.999945831439046
full	UnAmbiguouslyMapped_ds.nycsm	Metaphlan	1	49	33	516894	0.597560975609756	0.99999806537111	0.98	0.999936161198777
full	UnAmbiguouslyMapped_ds.nycsm	NBC	2003	39	43	514902	0.475609756097561	0.996125013300316	0.0190989226248776	0.999916495936459
full	UnAmbiguouslyMapped_ds.nycsm	OneCodexAbundanceFiltered	0	53	29	516891	0.646341463414634	1	1	0.999943898475586
